"Census.Tract","CES.3.0.Score","Total.Population","California.County","Hispanic....","White....","African.American....","Native.American....","Asian.American....","Other....","ZIP","Longitude","Latitude","Ozone","PM2.5","Diesel.PM","Drinking.Water","Pesticides","Tox..Release","Traffic","Cleanup.Sites","Groundwater.Threats","Haz..Waste","Imp..Water.Bodies","Solid.Waste","Pollution.Burden","Asthma","Low.Birth.Weight","Poverty","Unemployment"
6037433302,66.41,1595,"Los Angeles",82.6,3.3,0.3,0.3,13.1,0.4,91732,-118.0143495,34.0629878,0.05,11.63,32.03,782.36,0,7081.275742,2059.86,28.2,29.5,0.2,1,5,68.05,67.93,4.63,78.4,14.4
6099001400,66.39,6430,"Stanislaus ",32.2,52.3,3.9,0.8,6.6,4.2,95350,-121.0204403,37.6627736,0.053,12.89,22,826.14,16.74,915.0099419,858.77,13.05,20.5,0.21,0,0,62.12,97.48,5.38,61.4,27.9
6099002402,66.28,5559,"Stanislaus ",83.1,12.9,0.8,0.2,1.4,1.7,95358,-121.0092162,37.6010166,0.053,12.89,19.35,826.14,624.55,668.6804943,538.15,0,0,0.125,6,2.5,58.44,84.77,5.9,82.2,24.9
6071005600,66.14,7101,"San Bernardino",73.8,8.5,13.4,0.1,2.9,1.2,92410,-117.2922119,34.1173182,0.065,12.05,37.59,493.98,0,839.7930723,981.21,14,0,0.05,0,7,55.02,119.54,7.48,84.6,19.5
6019003001,66.11,3175,"Fresno ",48.8,12.2,5.9,1.2,30,1.9,93727,-119.7092464,36.7577958,0.065,15.4,25.39,889.83,0.63,2236.343215,558.67,12,14.5,0.16,0,2,64.04,75.44,6.61,57.2,12.6
6037402304,66.06,3848,"Los Angeles",90,3.8,2.7,0.3,2.8,0.5,91768,-117.7658059,34.0617068,0.057,12.47,25.468,718.46,0,8587.711816,810.09,37.25,30,0.25,1,2.6,66.23,77.44,4.69,74.3,22.8
6037122420,66.04,5050,"Los Angeles",79.9,9.3,3.1,0.1,6.4,1.2,91605,-118.3832842,34.20361,0.055,12.05,21.73,618.05,0,1156.096193,969.19,13.05,40,1.035,0,3.5,61.54,71.23,7.22,57.4,9.8
6037536103,66.03,5516,"Los Angeles",94.6,3.7,0.5,0.3,0.6,0.2,90280,-118.1850472,33.9427497,0.044,12.05,18.53,532.54,0.03,7030.105063,1081.69,87.7,32.25,2.89,10,17.05,69.45,46.23,5.48,42.3,12.3
6037199700,66.03,3411,"Los Angeles",69.4,11,0.8,0.2,18,0.6,90031,-118.2202429,34.0678503,0.046,12.89,62.433,664.07,0,5566.077134,2355.35,47.55,31.3,4.14,8,1.7,73.59,45.01,6.56,66.4,12.4
6019006802,66.01,4019,"Fresno ",87.2,10,0.1,0.2,2.2,0.2,93654,-119.4974354,36.5995048,0.065,16.24,9.262,736.95,5927.23,998.3184408,207.32,9.7,3,5,2,5.2,63.67,92.61,6.25,69.1,NA
6029002100,66,3852,"Kern ",83.4,4.8,9.7,1,0.3,0.9,93307,-118.9985321,35.3604075,0.065,19.18,25.57,593.77,0,45.75489149,719.8,13.4,12.5,0.9,0,1.5,55.84,89.83,7.65,71.6,22.2
6037219902,65.96,4113,"Los Angeles",72.2,3.5,20.6,0.1,1.7,1.8,90016,-118.368517,34.02931,0.046,12.05,24.45,664.07,0.24,1939.803289,2086.55,8.25,36.75,0.95,9,2.7,69.62,83.36,6.46,54.6,10.9
6037206300,65.94,7540,"Los Angeles",24.9,16.7,52.8,1,2.3,2.2,90013,-118.2432134,34.0411108,0.046,12.89,61.232,664.07,0,6440.180577,645.7,16.2,13.7,3.84,7,13.7,69.79,90.55,9.89,94.9,41.1
6037123206,65.93,2945,"Los Angeles",85,8.7,2.4,0.1,3.2,0.6,91606,-118.3748665,34.1937075,0.055,12.05,40.007,618.05,0,1257.986471,1078.75,17,27.3,0.295,0,4.5,63.3,61.15,6.25,64.6,10.4
6077000600,65.82,2279,"San Joaquin",74.6,6,5.5,0.7,11.5,1.8,95205,-121.2731105,37.9483459,0.046,13.61,21.68,278.76,0.11,637.8737156,642.67,25.6,16.5,0,13,5.5,56.08,90.94,7.01,80.6,14.9
6065030104,65.81,6922,"Riverside ",62.1,18.7,8.7,0.3,8.5,1.7,92501,-117.3664576,34.0057669,0.065,12.89,37.024,953.21,0,1098.770327,1725.72,20.55,6.25,0.65,1,2.5,68.61,102.96,5.59,44.9,19.1
6071004004,65.79,5076,"San Bernardino",71,20.6,3.3,0.3,3.5,1.3,92324,-117.3600222,34.0382751,0.065,12.89,21.997,882.09,0.01,1073.38959,1507.26,53.8,129,9.035,1,24.25,75.16,55.09,6.69,54.9,13.8
6037540901,65.75,4994,"Los Angeles",64.4,1.8,32.2,0.1,0.4,1.1,90061,-118.2717325,33.9194635,0.044,12.05,27.84,479.94,0,5497.891787,1815.31,13.05,32.1,0.175,0,8,60.4,81.72,8.61,58.5,15.4
6037532603,65.7,3319,"Los Angeles",98,0.9,0.1,0.1,0.6,0.4,90255,-118.2333907,33.9846156,0.046,12.05,23.49,550.28,0,6614.764952,806.73,63.85,12,10.145,0,13,61.87,59.17,5.56,77,15.6
6029002400,65.67,7478,"Kern ",70.8,18.4,5.3,0.6,3.1,1.8,93307,-118.9490692,35.3238825,0.065,19.6,8.677,1217.18,314.73,173.7907491,537.47,3.15,29.3,1.71,0,10.25,64.75,89.83,4.55,62.8,17.5
6065042505,65.65,3639,"Riverside ",80.1,8.9,6.8,0.2,2.4,1.6,92553,-117.2825158,33.9293086,0.065,12.89,27.03,752.95,0,891.1838744,1520.45,12,9,0.245,0,2,62.99,58.11,6.98,74.2,20.5
6071002204,65.53,6139,"San Bernardino",78.5,11.6,4.9,0.2,4.1,0.7,92335,-117.5103022,34.0737522,0.065,13.31,30.969,644.59,0,5527.415108,1095.52,26.25,3,9.03,0,17.8,68.47,74.22,4.6,56,18.7
6037239502,65.46,3372,"Los Angeles",76.3,0.2,22.3,0.2,0.1,0.8,90001,-118.2630441,33.9693296,0.046,12.05,26.33,664.07,0,5111.57156,979.6,14.7,8.3,0.56,0,2.75,59.07,68.91,6.83,67.1,18.9
6019003805,65.41,6852,"Fresno ",56.2,18.9,10.2,1,11,2.7,93722,-119.8542854,36.7785171,0.062,15.4,35.276,802.96,5.98,2656.837802,1131.46,0.5,2,0.55,0,0.5,62.05,88.39,6.12,77.3,18.1
6037553601,65.37,4750,"Los Angeles",75,4.6,15.8,0.1,3.2,1.2,90723,-118.1692228,33.9046634,0.044,12.05,26.611,302.13,0,8306.36672,1626.68,23.35,55.8,0.92,7,23.25,68.02,50.32,7.26,47.9,12
6037402804,65.36,4085,"Los Angeles",79.2,4.5,3.5,0.2,11.6,1.1,91766,-117.7322415,34.0483608,0.057,12.89,22.77,858.58,0,7345.338449,481.45,16.6,1.5,2.15,1,20.25,63.09,70.31,6.14,68.5,9.1
6019001800,65.35,4615,"Fresno ",60.6,32,1.1,0.7,4.3,1.2,93706,-119.8121471,36.65561,0.065,15.4,8.728,1039.15,2239.24,3024.583829,286.07,24.2,14.5,1.15,0,31,69.52,110.07,6.38,42.9,11.7
6071001813,65.35,4576,"San Bernardino",91.6,3.3,3,0,1.2,0.9,91761,-117.6422818,34.0482829,0.062,12.89,29.59,840.14,3.33,6159.352785,399.55,17,18.75,5.435,0,2.25,69.17,42.99,5.43,68.1,14.3
6037534301,65.29,4636,"Los Angeles",95,2.7,1,0.1,0.6,0.6,90201,-118.1852919,33.9599735,0.046,12.05,18.866,407.23,0.05,8092.279194,662.27,67.3,30.75,1.295,7,6.2,65.02,48.15,5.8,61.1,15.8
6037206200,65.26,3386,"Los Angeles",19.5,12.2,25.9,0.4,39.7,2.2,90012,-118.2415978,34.046994,0.046,12.89,62.68,664.07,0,6342.833218,614.69,36.55,31.85,3.645,7,11.6,72,67.73,8.86,72.2,15.4
6037432801,65.18,2568,"Los Angeles",59.3,3.3,0.1,0.4,36.8,0.2,91731,-118.0467069,34.0769216,0.05,11.21,20.62,636.89,0.31,5943.506255,1652.23,36,38.1,0.695,0,2,65.21,53.71,5.96,61.8,10.4
6037601600,65.05,4375,"Los Angeles",92.5,2.5,2.2,0,2.2,0.5,90304,-118.3638538,33.9348001,0.044,12.05,38.92,287.5,4.76,4095.509354,2827.76,10.4,39.3,0.1,0,2,61.16,68.69,6.04,51.3,12.8
6037229410,65,3343,"Los Angeles",83.6,1,14.4,0.1,0.4,0.5,90011,-118.2695618,33.9922359,0.046,12.89,26.33,664.07,0,4694.697378,832.79,63.25,25,0.25,0,6.75,63.51,63.39,5.06,86.6,15.7
6037601401,64.99,4683,"Los Angeles",58.9,5.1,32.4,0.3,1.9,1.4,90301,-118.3700611,33.9590575,0.046,12.05,38.92,204.02,0,2641.37585,2485.36,26.25,66.3,7.71,0,3.25,61.93,86.66,8.42,53.7,12.7
6037239602,64.92,3313,"Los Angeles",77.1,0.7,20.6,0.4,0.1,1,90003,-118.2749023,33.9694507,0.046,12.05,26.33,664.07,0,4750.177076,4700.41,9.9,6,0.51,0,0.7,58.14,95.56,5.12,83.1,15.9
6037127400,64.88,5818,"Los Angeles",73.2,15.3,5,0.1,4.8,1.5,91406,-118.4782103,34.2102531,0.057,10.79,31.67,618.05,0,756.1055373,2612,23.85,15.3,1.16,0,0,58.29,74.19,7.36,70.2,13.7
6037302302,64.86,4895,"Los Angeles",34.4,44.6,1.7,0.3,16.9,2.2,91204,-118.261783,34.1403264,0.051,12.05,24.86,904.35,0,2698.895003,854.2,24.9,12.9,2.935,5,9.05,68.65,72.69,4.71,48.5,11.3
6037228800,64.82,5575,"Los Angeles",88.1,0.6,9.1,0,1.5,0.7,90058,-118.2432565,33.9992469,0.046,12.89,29.475,633.53,0,5893.677164,502.69,30,4.6,5.76,7,9.05,64.8,64,5.89,74.7,9.9
6071005500,64.69,8618,"San Bernardino",73.6,7.8,14.9,0.3,1.4,2,92405,-117.2905586,34.124986,0.065,12.05,32.75,493.98,0,884.618473,938.53,12.1,14,0,0,2.25,54.35,111.82,6.55,82.1,29.5
6037533002,64.65,2822,"Los Angeles",97.3,1.2,1,0.1,0.1,0.3,90001,-118.2391487,33.9774904,0.046,12.05,23.49,575.06,0,6047.80114,944.9,40.1,39.25,1,0,2.95,61.56,79.03,6.28,57.9,9.2
6037543100,64.64,6759,"Los Angeles",49.6,0.7,47.9,0.2,0.6,1,90220,-118.2539533,33.881033,0.042,12.05,32.849,502.09,0.08,6899.513375,1102.68,22.5,11.35,12.79,6,13.5,67.56,90.19,6.11,35.5,11.7
6037575801,64.47,2446,"Los Angeles",79.3,9.5,6.9,0.5,2.5,1.3,90813,-118.2014531,33.7796381,0.042,11.21,169.243,220.01,2.34,13488.98267,633.62,0,54.8,0.41,21,1.5,58.68,112.42,6.05,84.3,14.1
6077001500,64.46,8384,"San Joaquin",58.8,21.8,5.6,1,10.3,2.6,95205,-121.2764321,37.9805494,0.046,13.53,17.312,287.82,28.5,451.2898651,486.11,8.75,28.1,4.21,18,1.25,60.33,86.39,7.44,63.3,18.7
6037532900,64.43,6681,"Los Angeles",92.7,0.3,6.5,0.1,0.1,0.3,90001,-118.2520343,33.9790503,0.046,12.05,24.587,700.53,0,5467.886227,1045.66,76,3.55,0.335,0,9.75,61.01,79.03,5.37,81.2,8.6
6029002302,64.38,3378,"Kern ",94,3,1.8,0.4,0.5,0.4,93307,-118.975107,35.3597374,0.065,19.6,25.646,593.77,0,31.9450918,619.55,14.75,7.5,4.51,0,3.25,56.38,89.83,5.86,72,22.3
6037291130,64.33,3582,"Los Angeles",64,4.8,18.6,0,11.1,1.5,90248,-118.2871419,33.9024424,0.044,12.05,27.84,695.76,0,6327.438375,2924.53,16.05,50.55,1.025,0,13.95,68.03,66.08,6.35,40.7,12.4
6037553701,64.32,4176,"Los Angeles",93,3.3,2.5,0.1,0.5,0.6,90723,-118.1780909,33.9049478,0.044,12.05,26.94,291.55,0,7295.728959,2498.36,15.15,39,0.45,7,10.75,66.44,61.93,5.22,61.6,10.7
6037535101,64.3,7306,"Los Angeles",82.7,0.5,16.2,0.1,0.1,0.5,90001,-118.2488118,33.9644276,0.046,12.05,24.519,704.09,0,5562.436586,954.09,14.9,8.3,0.085,0,5.25,56.97,73.75,6.72,64.8,19.2
6019002601,64.22,5821,"Fresno ",84.8,4.4,2.3,0.4,7,1,93702,-119.7634304,36.7468175,0.065,15.4,44.17,681.2,0,2829.660432,413.74,0,5,0.1,0,5,54.29,119.15,6.9,75.4,15.7
6071001309,64.22,4793,"San Bernardino",78.5,11.2,5.8,0.1,3.1,1.4,91764,-117.6247116,34.0745733,0.062,12.89,40.512,840.14,0.53,5334.795409,3875.97,0,0,0.02,5,0,59.96,79.43,6.18,51.1,21
6099001800,64.21,2196,"Stanislaus ",32.7,53.8,5.6,1.5,3,3.4,95354,-120.9935916,37.6392879,0.053,12.89,25.26,826.14,16.22,810.1911859,432.82,24.8,37.15,0.65,7,1.5,70.11,86.67,4.73,62.8,26.2
6037535200,64.19,5820,"Los Angeles",80.6,0.6,17.9,0.2,0.2,0.5,90002,-118.2508919,33.9512593,0.044,12.05,25.002,702.14,0,5478.913346,899.26,1.75,27.5,0.025,6,0.7,54.21,88.42,7.62,74.7,15.5
6037203300,64.17,2607,"Los Angeles",68.8,8.9,11,0.1,10.4,0.8,90033,-118.2077883,34.0588723,0.046,12.89,48.216,544.9,0,6340.513468,2962.46,10.65,57.55,0.86,13,1,70.4,96.21,4.88,56.6,4.3
6037404703,64.09,3178,"Los Angeles",88.6,2.7,0.8,0.2,7.3,0.4,91706,-117.9903099,34.0641759,0.051,11.63,26.445,808.62,5.34,9320.167583,3844.98,16.75,25.25,0.835,3,0,71.56,57.41,4.56,63.5,13.2
6037242200,64.03,6554,"Los Angeles",71.9,0.7,25.8,0.2,0.3,1,90002,-118.2391843,33.9486636,0.044,12.05,25.04,787.97,0,5736.077105,568.16,41.05,44.8,0.095,0,7.25,58.97,88.42,5.93,70,13.5
6037535603,64.01,3493,"Los Angeles",96.1,2.1,1,0,0.7,0.1,90280,-118.2236211,33.9564949,0.044,12.05,25.04,703.08,0,6191.008127,991.32,85.85,13,0.125,0,21.5,61.5,46.23,8.04,49.5,12.8
6019001700,63.99,5701,"Fresno ",57.7,26.2,1.8,0.6,12.3,1.5,93725,-119.729139,36.6164728,0.065,15.82,13.817,977.3,2273.75,2490.114245,571.47,8,5,0.12,0,16.5,66.57,79.97,5.95,48.9,13.7
6037570202,63.99,6415,"Los Angeles",62.5,8.2,16.8,0.2,10.2,2.1,90805,-118.1785185,33.8794113,0.042,12.05,29.03,219.19,61.01,6196.239534,2358.67,11.4,21.3,3.17,7,2.25,68.28,62.76,6.99,44.8,19.9
6037541604,63.96,6207,"Los Angeles",81.4,0.6,16.7,0.2,0.3,0.7,90221,-118.2118964,33.9078664,0.044,12.05,22.232,479.04,0,5974.851237,706.2,4.8,38.05,5.66,0,5.7,55.86,79.9,6.38,77.5,18.4
6037535300,63.92,6251,"Los Angeles",91.6,1,7,0,0.1,0.3,90001,-118.2361363,33.9615844,0.044,12.05,24.732,574.43,0,5916.30207,984.84,59.9,33.75,0.2,0,22,61.63,71.89,5.41,69.5,14
6037123304,63.9,4687,"Los Angeles",50.8,39.2,3.2,0.1,4.4,2.2,91605,-118.4060882,34.1965389,0.055,12.05,21.73,618.05,0,1092.164091,2333.92,13.45,35.3,0.325,4,2,64.8,56.33,5.68,58.4,18.8
6037536102,63.9,3164,"Los Angeles",74.1,17.8,1.8,0.2,5.3,0.8,90280,-118.1690175,33.9431242,0.044,12.05,17.726,669.11,0.02,8183.524768,2135.53,63.8,85.5,3.295,10,21.75,74.2,37.83,7.69,36.4,9.1
6037237202,63.82,4388,"Los Angeles",61.3,0.8,35.8,0.1,0.3,1.8,90047,-118.3100903,33.9863341,0.046,12.05,16.12,664.07,0,3648.440342,1039.82,11,8,0.785,0,20.2,58.12,137.25,7.76,47.1,11.5
6065030400,63.8,6414,"Riverside ",78,7.2,11.5,0.4,1.5,1.4,92507,-117.367719,33.9711717,0.065,12.47,25.892,960.39,0,1172.774542,1820.51,33.2,31.5,0.47,0,6,70.3,61.75,5.06,59.7,12.9
6037542502,63.76,4284,"Los Angeles",57.1,0.6,40.4,0.6,0.7,0.6,90220,-118.2253101,33.8940909,0.044,12.05,22.485,444.63,0,6050.658398,622.21,4.5,18.5,0.545,6,2.75,55.46,110.81,9.17,60.7,20
6037127104,63.75,3573,"Los Angeles",52.5,32.4,4.6,0.2,8,2.4,91405,-118.4357986,34.2051758,0.055,11.21,18.09,618.05,0,921.6040264,1502.57,2.2,7.5,5.56,4,1.25,55.98,98.74,7.67,54.3,21.8
6019002800,63.65,5205,"Fresno ",63.1,8,4.5,0.6,22.4,1.4,93703,-119.7453702,36.7577993,0.065,15.4,36.6,681.2,0,2441.611601,821.23,0,9,0.11,0,0,53.35,100.91,7.65,80.2,21.5
6037433901,63.58,5593,"Los Angeles",76.7,2.3,0.5,0.1,19.8,0.7,91732,-118.0200912,34.0587041,0.05,12.05,32.03,782.36,0,7215.084651,828.23,44,31.2,0.1,1,5.5,65.6,63.26,5.3,70.9,11.5
6071004003,63.54,6178,"San Bernardino",83.6,12.4,2,0.3,0.9,0.8,92316,-117.3863212,34.043922,0.065,13.31,16.728,885.18,1.32,1187.284401,492.28,8,42.6,2.735,0,15.35,67.02,48.17,6.54,52.3,15.1
6037302505,63.53,3749,"Los Angeles",43.5,38.8,1.5,0.1,13.3,2.7,91205,-118.253081,34.1273036,0.05,12.05,24.86,901.45,0,2504.472243,784.56,8,11.55,0.1,5,2.4,59.65,54.47,7.24,65.5,16.6
6077002000,63.53,3977,"San Joaquin",75.9,8.6,11.9,0.3,1.9,1.5,95205,-121.2449753,37.954985,0.046,13.61,16.746,546.8,23.61,574.7101756,1354.4,2.7,27.25,0.095,1,10.5,59.68,80.48,5.74,68.5,18.8
6037188100,63.51,4076,"Los Angeles",55.8,27.3,2.3,0.1,12.8,1.7,90039,-118.2703438,34.1366071,0.051,12.47,24.831,685.05,0,2361.444927,3118.84,63.2,58.5,3.72,6,25.3,75.34,60.91,5.22,40.8,7.8
6065040204,63.49,3716,"Riverside ",84.7,7.4,6.1,0.2,1,0.6,92509,-117.3999055,33.9997288,0.065,12.89,19.67,722.56,0,1647.474322,1586.76,4.5,16.2,0.6,1,3.4,63.97,55.89,5.37,67.3,14
6037240500,63.49,5655,"Los Angeles",62.4,0.6,35.6,0,0.2,1.1,90003,-118.275663,33.9469248,0.044,12.05,24.76,664.07,0,5106.577821,3760.06,1.4,8,0,6,1.2,54.2,95.56,7.66,76,14.3
6071004104,63.49,5257,"San Bernardino",81.8,10.9,5.1,0.4,0.7,1.1,92407,-117.3464052,34.1524361,0.068,12.47,21.938,730.5,0,1608.33263,1016.11,29.2,0,0.225,1,2,59.28,83.09,6.3,73.4,22.9
6037602509,63.43,4118,"Los Angeles",63.8,4.1,20,0.2,10.3,1.7,90250,-118.3338741,33.9178467,0.044,12.05,23.509,364.42,4.13,4943.748642,2309.13,47.85,106.85,1.37,7,2.5,70.97,73.29,5.39,45.9,6.1
6047001005,63.4,2406,"Merced ",51.9,30.5,8,0.7,6.2,2.8,95348,-120.5116548,37.3162975,0.057,12.89,22.831,652.66,73.16,43.9,808.6,7,29.25,0.735,2,0,60.88,94.1,7.62,67.7,25.2
6099003700,63.36,4796,"Stanislaus ",51.7,38.8,0.8,0.7,5.5,2.5,95380,-120.883606,37.4647928,0.057,12.89,11.44,892.85,2814.76,387.0781063,809.5,14,34.3,0,6,13,68.81,82.64,5.18,44.9,12.1
6077002402,63.36,2219,"San Joaquin",69.8,4.5,10,0.2,13.4,2.1,95206,-121.2839329,37.9162284,0.048,12.05,23.068,278.76,0,951.7306167,1123.75,16.5,23,0,14,24.5,58.79,128.15,4.61,71,21.7
6037239320,63.31,3444,"Los Angeles",85.2,0.5,13.1,0.1,0.2,0.8,90003,-118.2717384,33.9785676,0.046,12.05,26.33,664.07,0,4639.826624,1154.06,12.25,10.5,0.21,0,2.45,58.13,95.56,5.63,65.4,10
6037542601,63.25,3016,"Los Angeles",85.1,0.6,13.7,0.1,0,0.4,90222,-118.2265977,33.9058075,0.044,12.05,18.7,477.51,0,5934.910476,604.98,7,24.5,5.3,6,6,58.36,99.6,6.68,66.5,14.7
6037122121,63.23,2833,"Los Angeles",79.4,10,1.3,0,8.3,1,91352,-118.3705556,34.2142143,0.055,12.05,39.93,618.05,0,1150.103412,970.75,16,6,0.14,6,9.5,64.14,77.04,6.25,48.1,11.8
6037219800,63.22,3310,"Los Angeles",74.3,1.5,21.5,0.2,1.1,1.4,90016,-118.3547601,34.029939,0.046,12.05,24.45,664.07,0,2135.956694,2880.28,6.1,5,0,9,2,57.27,100.42,6.88,66.7,13.2
6037541603,63.2,2983,"Los Angeles",79.1,1.1,19,0,0.1,0.6,90222,-118.2207001,33.913976,0.044,12.05,18.7,641.57,0,6010.256126,752.18,54.8,50.3,13.73,0,18.5,62.84,67.98,5.24,74.9,21.9
6037402303,63.15,3996,"Los Angeles",75.5,13.6,6,0.5,3.3,1.2,91768,-117.7559076,34.0671263,0.057,12.89,27.67,718.46,0,7381.369339,1877.05,14.1,14,0.11,1,1,64.57,68.69,8.14,69,11.3
6065042209,63.05,4579,"Riverside ",40.4,24.3,12.9,0.5,18.6,3.3,92507,-117.3422164,33.9951231,0.065,12.89,39.41,960.39,2.59,862.6141071,1563.53,33.2,5.6,0.97,0,1,70.76,52.47,7.45,63.2,15.5
6037433801,63.04,6197,"Los Angeles",90.5,2.4,0.1,0.1,6.3,0.5,91733,-118.0364142,34.0494754,0.048,12.05,22.477,782.36,0.01,8544.413852,706.85,29.2,83.3,0.17,1,10,65.85,52.93,6.56,73.3,9.6
6037601502,63.03,3963,"Los Angeles",94.4,1.9,1.9,0.1,1.4,0.3,90304,-118.3635823,33.9400821,0.044,12.05,38.92,287.37,5.51,3822.370401,3005.12,20.4,29.25,0.05,0,0.2,58.26,68.69,8.66,70.5,10
6037121020,62.91,3741,"Los Angeles",59.6,26.8,1.6,0.1,9.9,2,91605,-118.4020625,34.2121219,0.055,12.05,21.73,618.05,0.03,1031.72339,2025.76,13.2,29.5,0.29,0,2,62.02,78.9,7.55,38.5,8.8
6037572301,62.87,3833,"Los Angeles",58.8,4.1,8,0.1,26.8,2.2,90810,-118.2215755,33.8219958,0.042,11.21,26.667,218.07,10.3,9073.592886,2119,14.6,13.95,3.68,23,6.5,68.99,72.09,5.24,46.6,12.9
6037204700,62.82,4972,"Los Angeles",97.2,1.5,0.2,0,0.9,0.2,90023,-118.2124515,34.0309821,0.046,12.89,43.442,579.72,0,13177.75685,2876.64,5.55,1.05,4.13,7,4.5,66.38,58.02,6.42,58.4,7.2
6037535606,62.7,1860,"Los Angeles",98,1.2,0.3,0.1,0.1,0.3,90280,-118.2252846,33.9476557,0.044,12.05,25.04,495.26,0,6054.879015,1060.77,51.2,15,0.31,0,11,59.96,46.23,6.9,76.9,9.4
6037239330,62.67,2879,"Los Angeles",86.1,0.6,12.9,0.1,0,0.2,90001,-118.2631029,33.9783876,0.046,12.05,26.33,664.07,0,4989.856724,1269.31,82.05,20.75,0.835,0,12.45,66.06,45.07,6.86,72.7,13.2
6019002400,62.67,4959,"Fresno ",67.5,9.2,4.5,1.2,16.4,1.3,93703,-119.7810169,36.758343,0.065,15.4,54.06,681.2,0,2779.26855,1124.63,0,3,0.06,0,1.25,55.05,116.9,7.33,80.2,19.3
6099000304,62.64,5003,"Stanislaus ",72.8,22.6,1.2,0.7,0.8,1.8,95367,-120.9283662,37.7231477,0.053,12.89,15.31,806.42,10.54,2725.721866,306.4,30,58.3,5.375,6,5.7,70.56,48.64,4.8,59.6,16.3
6037122000,62.6,5446,"Los Angeles",36.5,41.5,1.2,0.4,18.2,2.3,91605,-118.4183782,34.2147689,0.055,11.63,21.303,618.05,0,974.704336,2435.26,18,21,2.395,4,7.5,67.18,70.59,5.15,39.1,14.6
6037534101,62.48,2295,"Los Angeles",95.7,2.2,0.2,0.4,0.8,0.6,90201,-118.16579,33.9718406,0.046,12.05,24.061,472.72,62.12,9976.353262,2121.54,32.3,14.5,0.11,7,2.9,70.86,48.15,4.63,71.1,7
6077003802,62.45,6519,"San Joaquin",39.2,14.2,18,0.2,23.8,4.5,95206,-121.2968776,37.9058022,0.048,11.63,11.653,943.63,170.57,903.5315492,1388.33,9.25,6,0.05,14,5,65.03,94.06,7.5,39.5,15.1
6037602801,62.42,3819,"Los Angeles",62.2,1.1,34.1,0.1,0.7,1.7,90044,-118.3001717,33.927402,0.044,12.05,24.689,288.19,0,4938.233744,2860.99,27.4,5.5,0.13,0,8.1,55.72,114.99,7.05,67.2,14.6
6099002501,62.39,7036,"Stanislaus ",68.6,18.7,2.8,0.3,8.2,1.4,95358,-120.9844811,37.5947739,0.053,12.89,17.3,1160.36,28.97,972.7615771,768.49,0.2,15,2.9,6,9.5,68.44,52.08,5,48,17.1
6077003900,62.38,1749,"San Joaquin",72.6,25.7,0.3,0.3,0.6,0.5,95206,-121.4581872,37.9269308,0.046,11.21,4.905,965.47,1550.07,457.9846799,183.14,15.7,242.3,2.61,21,4,65.11,79.43,6.25,56.2,7.7
6019001410,62.37,9109,"Fresno ",51.8,12.5,5.2,0.4,28.2,1.9,93725,-119.7181677,36.711099,0.065,15.4,24.691,860.66,1086.99,5796.375231,315.72,0.7,24,0.37,0,3.55,67.31,73.98,5.91,50.5,12.7
6067000700,62.37,2806,"Sacramento ",21.6,33.2,24.5,1.6,13.7,5.4,95814,-121.5016595,38.5818714,0.046,9.53630303,23.725,80.01,0,780.6227451,1066.23,115.6,65.85,0.675,16,0,53.53,110.76,NA,82.1,38.3
6071002110,62.37,7020,"San Bernardino",39.8,30.1,15.2,0.2,11.2,3.4,91730,-117.5668167,34.0907982,0.065,12.89,45.299,508.45,0,21406.61249,920.88,21.7,0,1.38,5,5,67.97,50.04,6.59,40.3,12.9
6037532303,62.34,4464,"Los Angeles",94.5,2.7,0.3,0.2,1.8,0.4,90040,-118.1463431,34.0003294,0.046,12.05,31.097,434.02,0.11,13896.8945,1636.33,50.6,62.8,7.455,7,11.05,74.79,56.07,4.48,33.2,18.2
6037123010,62.33,4580,"Los Angeles",90.4,5.2,0.9,0.2,2.2,1,91352,-118.3745717,34.2027436,0.055,12.05,39.086,618.05,0,1197.572948,1010.75,12.5,27,0.875,0,4.7,63.46,73.24,6.56,63,10.4
6037296210,62.31,3019,"Los Angeles",83.2,6.3,7.1,0.3,1.4,1.7,90731,-118.2839528,33.7476138,0.042,11.21,50.719,198.88,0,6724.976346,743.12,11,32.55,1.435,8,1.2,56.61,84.98,7.41,64.3,18.4
6037124103,62.29,2030,"Los Angeles",75,18.3,1.8,0.1,3.6,1.2,91606,-118.3834122,34.1884919,0.055,12.05,22.129,618.05,0,1249.719759,1224.33,13.1,5.3,0.1,0,2.2,54.79,70.64,7.11,64.2,18.1
6071005400,62.28,6590,"San Bernardino",66.3,12.4,17,0.5,1.6,2.2,92405,-117.2908999,34.1322998,0.068,12.05,32.75,493.98,0,930.3799215,876.58,15.6,28,0,0,0.5,54.12,118.49,7.06,71.2,18.4
6037104703,62.25,2397,"Los Angeles",94.5,2.9,1.8,0,0.3,0.6,91331,-118.4005905,34.2552325,0.055,11.63,23.143,618.05,0,900.777144,733.44,27.25,52,2.085,4,16.2,65.87,73.67,5.3,75.1,12.7
6037239310,62.24,3996,"Los Angeles",80.5,0.6,17.4,0.3,0.3,1,90003,-118.2773062,33.9785291,0.046,12.05,26.33,664.07,0,4528.608952,4289.98,3.05,4.5,0.125,0,1.2,54.52,95.56,6.5,75,10.5
